seller_city,seller_state,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_photos_qty,product_category_name,review_score,review_comment_title,payment_value,payment_installments,payment_type,payment_sequential,freight_value,price,geolocation_city,geolocation_city.1,order_estimated_delivery_date,order_delivered_customer_date,order_delivered_carrier_date,order_approved_at,order_status,order_purchase_timestamp,customer_city,customer_state,delivery_time_days,category,order_handlingtime,delay_days
carazinho,RS,2000,20,40,30,2.0,esporte_lazer,4,,74.03,1,boleto,1,16.94,70.9,sao paulo,sao paulo,2018-07-11,2018-06-25 16:34:43,06/19/2018 09:19:00,2018-06-14 02:17:48,delivered,2018-06-13 11:29:48,juina,MT,12.0,,0,-16.0
arinos,MG,2400,41,11,36,1.0,cama_mesa_banho,5,,66.78,1,boleto,1,17.8,78.9,sao paulo,sao paulo,2017-04-13,2017-03-29 11:45:41,03/27/2017 15:39:59,2017-03-26 01:05:12,delivered,2017-03-25 23:51:57,divinopolis,MG,3.0,,0,-15.0
sao pedro,SP,500,23,2,16,1.0,livros_tecnicos,5,muito bom,36.59,1,credit_card,1,18.23,35.89,sao paulo,sao paulo,2018-03-22,2018-03-14 16:04:34,03/12/2018 23:14:47,2018-03-07 10:29:08,delivered,2018-03-06 17:12:14,porto alegre,RS,7.0,,0,-8.0
lages,SC,99,22,3,16,1.0,telefonia_fixa,5,,272.64,5,credit_card,1,13.41,49.0,sao paulo,sao paulo,2018-08-06,2018-08-06 17:40:28,07/27/2018 11:54:00,2018-07-17 00:35:16,delivered,2018-07-16 23:40:37,mairipora,SP,20.0,,0,0.0
sao paulo,SP,1150,16,12,12,1.0,esporte_lazer,5,,64.34,1,credit_card,1,7.78,16.9,são paulo,são paulo,2017-08-14,2017-07-28 19:03:09,07/17/2017 10:27:56,2017-07-12 02:10:49,delivered,2017-07-10 20:58:17,rio de janeiro,RJ,17.0,,1,-17.0
maua,SP,175,30,20,25,1.0,cool_stuff,5,,49.05,1,boleto,1,26.04,274.95,sao paulo,sao paulo,2018-02-22,2018-03-02 22:15:36,02/01/2018 00:38:54,2018-01-29 13:30:16,delivered,2018-01-29 13:09:31,sao paulo,SP,32.0,,0,8.0
sao paulo,SP,217,17,13,15,1.0,beleza_saude,3,,163.69,7,credit_card,1,16.86,59.9,sao paulo,sao paulo,2017-11-09,2017-10-30 20:54:30,10/24/2017 19:16:53,2017-10-22 16:21:22,delivered,2017-10-22 16:11:06,teresina,PI,8.0,,0,-10.0
porto ferreira,SP,100,16,5,16,1.0,fashion_bolsas_e_acessorios,3,,443.85,6,credit_card,1,7.78,19.99,sao paulo,sao paulo,2018-07-16,2018-06-28 22:03:55,06/25/2018 12:09:00,2018-06-24 11:58:02,delivered,2018-06-24 11:32:26,marechal candido rondon,PR,4.0,,0,-18.0
carapicuiba,SP,700,20,20,20,2.0,perfumaria,5,,165.31,6,credit_card,1,17.87,89.0,sao paulo,sao paulo,2017-05-02,2017-05-05 14:56:03,03/30/2017 16:08:45,2017-03-27 14:15:21,delivered,2017-03-27 14:04:58,votorantim,SP,39.0,,0,3.0
ampere,PR,900,30,14,11,1.0,informatica_acessorios,5,,1180.51,10,credit_card,1,29.11,398.0,sao paulo,sao paulo,2017-11-09,2017-11-01 19:32:24,10/30/2017 18:45:26,2017-10-27 19:15:19,delivered,2017-10-27 19:00:02,sao bernardo do campo,SP,5.0,,0,-8.0
divinopolis,MG,200,27,10,12,1.0,moveis_decoracao,5,,706.84,1,credit_card,1,29.11,398.0,são paulo,são paulo,2018-08-07,2018-07-24 20:15:34,07/17/2018 13:07:00,2018-07-16 09:04:17,delivered,2018-07-16 08:52:35,sao paulo,SP,8.0,,0,-14.0
belo horizonte,MG,2800,95,7,33,1.0,automotivo,5,,20.0,1,voucher,2,38.3,106.9,sao paulo,sao paulo,2018-02-09,2018-01-31 18:58:36,01/15/2018 16:44:54,2018-01-11 18:49:22,delivered,2018-01-11 18:37:55,vitoria,ES,20.0,,0,-9.0
sao jose dos pinhais,PR,500,16,11,11,1.0,relogios_presentes,5,recomendo,135.97,1,credit_card,1,22.06,24.89,sao paulo,sao paulo,2018-01-15,2018-01-10 20:46:45,12/26/2017 17:47:00,2017-12-25 20:28:19,delivered,2017-12-25 20:14:34,franco da rocha,SP,16.0,,0,-5.0
sao paulo,SP,1150,19,22,19,1.0,utilidades_domesticas,3,,56.99,1,credit_card,1,8.64,44.9,são paulo,são paulo,2017-04-04,2017-03-20 07:23:36,03/06/2017 08:48:21,2017-03-05 22:55:40,delivered,2017-03-05 22:44:58,belo horizonte,MG,14.0,,0,-15.0
itauna,MG,300,30,20,40,2.0,esporte_lazer,5,,43.58,1,credit_card,1,17.06,89.0,sao paulo,sao paulo,2018-01-11,2017-12-27 10:19:26,12/19/2017 19:26:10,2017-12-17 11:32:26,delivered,2017-12-17 11:25:52,cotia,SP,9.0,,0,-15.0
guaruja,SP,200,30,40,30,1.0,utilidades_domesticas,5,,48.15,4,credit_card,1,17.06,89.0,são paulo,são paulo,2018-03-01,2018-02-21 21:26:15,02/08/2018 21:16:40,2018-01-13 19:30:09,delivered,2018-01-11 21:42:30,avare,SP,40.0,,1,-8.0
sao paulo,SP,2550,105,3,70,3.0,moveis_decoracao,5,,76.87,1,credit_card,1,25.24,60.0,sao paulo,sao paulo,2018-08-29,2018-08-20 21:05:18,08/15/2018 14:45:00,2018-08-14 16:30:18,delivered,2018-08-14 16:20:40,sao bernardo do campo,SP,6.0,,0,-9.0
florianopolis,SC,200,18,3,16,6.0,telefonia,5,,2.78,1,credit_card,1,2.27,36.23,sao paulo,sao paulo,2018-02-26,2018-02-07 17:27:46,01/30/2018 14:17:11,2018-01-27 02:52:27,delivered,2018-01-25 23:32:16,rio de janeiro,RJ,12.0,,1,-19.0
sao paulo,SP,10900,45,15,35,2.0,cama_mesa_banho,5,,123.59,2,credit_card,1,59.78,79.0,sao paulo,sao paulo,2018-02-14,2018-01-31 18:33:28,01/22/2018 21:25:00,2018-01-20 12:51:00,delivered,2018-01-19 09:51:37,aparecida de goiania,GO,12.0,,1,-14.0
porto alegre,RS,300,17,14,14,1.0,beleza_saude,4,,128.07,1,boleto,1,15.26,73.0,são paulo,são paulo,2018-06-28,2018-06-07 20:06:04,05/29/2018 07:15:00,2018-05-22 09:36:22,delivered,2018-05-21 12:21:48,icem,SP,17.0,,0,-21.0
mogi mirim,SP,450,20,31,30,4.0,brinquedos,5,,185.84,2,credit_card,1,12.72,109.9,sao paulo,sao paulo,2017-12-22,2017-12-20 17:22:29,11/29/2017 21:11:41,2017-11-28 10:40:55,delivered,2017-11-28 10:27:09,anapolis,GO,22.0,,0,-2.0
joinville,SC,584,16,11,13,3.0,relogios_presentes,3,,85.81,1,credit_card,1,14.1,18.9,sao paulo,sao paulo,2018-07-16,2018-06-27 18:28:25,06/18/2018 13:22:00,2018-06-16 20:18:50,delivered,2018-06-16 19:48:05,sao sebastiao,SP,10.0,,0,-19.0
curitibanos,SC,2700,20,30,30,1.0,cama_mesa_banho,5,,149.54,1,credit_card,1,46.39,329.9,são paulo,são paulo,2017-05-25,2017-05-16 08:57:50,05/05/2017 12:07:58,2017-04-30 18:45:15,delivered,2017-04-30 18:34:22,sao roque,SP,15.0,,0,-9.0
brasilia df,DF,4200,34,10,38,1.0,cama_mesa_banho,5,,32.38,1,credit_card,1,16.79,17.9,sao paulo,sao paulo,2017-03-16,2017-02-20 12:29:30,02/13/2017 14:00:21,2017-02-12 13:02:08,delivered,2017-02-12 12:30:04,serra,ES,7.0,,0,-24.0
tres coracoes,MG,300,20,20,20,1.0,brinquedos,5,,23.38,1,credit_card,1,14.62,75.0,sao paulo,sao paulo,2018-04-09,2018-03-23 18:42:48,02/28/2018 22:08:33,2018-02-28 10:50:10,delivered,2018-02-27 10:31:04,mirassol,SP,24.0,,1,-17.0
sao paulo,SP,1400,30,20,26,6.0,cama_mesa_banho,5,,98.86,1,credit_card,1,27.84,219.9,sao paulo,sao paulo,2017-04-07,2017-03-20 15:04:03,03/10/2017 13:52:01,2017-03-07 06:45:09,delivered,2017-03-07 06:35:43,taperuaba,CE,13.0,,0,-18.0
fortaleza,CE,600,23,18,20,2.0,telefonia,5,,124.21,8,credit_card,1,13.54,34.0,sao paulo,sao paulo,2018-03-06,2018-02-21 13:39:15,02/15/2018 18:33:21,2018-02-10 12:07:44,delivered,2018-02-10 11:48:42,montes claros,MG,11.0,,0,-13.0
sao paulo,SP,2250,34,52,30,1.0,cool_stuff,5,,191.58,6,credit_card,1,34.16,114.94,sao paulo,sao paulo,2018-07-11,2018-06-14 14:51:45,06/05/2018 15:02:00,2018-05-28 13:14:03,delivered,2018-05-28 12:53:12,sorocaba,SP,17.0,,0,-27.0
sao paulo,SP,4500,102,12,12,6.0,artigos_de_festas,5,,123.04,2,credit_card,1,18.23,13.65,sao paulo,sao paulo,2018-06-18,2018-05-19 11:18:41,05/14/2018 12:02:00,2018-05-14 11:58:12,delivered,2018-05-14 11:28:58,sao paulo,SP,4.0,,0,-30.0
sao jose dos campos,SP,500,20,20,20,6.0,pet_shop,4,,26.38,1,credit_card,1,15.21,52.0,sao paulo,sao paulo,2017-11-27,2017-11-29 19:11:53,11/27/2017 19:48:51,2017-11-14 04:06:46,delivered,2017-11-13 11:16:06,carapicuiba,SP,16.0,,0,2.0
mogi das cruses,SP,900,23,18,18,1.0,esporte_lazer,5,Otimo produtos,71.49,2,credit_card,1,43.98,229.9,são paulo,são paulo,2018-04-26,2018-04-17 19:24:33,04/16/2018 19:48:43,2018-04-13 12:55:32,delivered,2018-04-12 09:52:07,alfenas,MG,5.0,,1,-9.0
sao paulo,SP,450,16,11,12,4.0,relogios_presentes,5,,153.98,1,credit_card,1,18.91,147.2,sao paulo,sao paulo,2017-11-13,2017-11-08 21:33:01,11/06/2017 21:25:31,2017-10-25 19:07:39,delivered,2017-10-25 18:57:29,santo andre,SP,14.0,,0,-5.0
sao paulo,SP,700,18,12,18,1.0,casa_conforto,5,Luminária excelente,55.91,1,credit_card,1,16.23,75.0,sao paulo,sao paulo,2017-12-15,2017-12-01 21:38:57,11/22/2017 17:02:16,2017-11-22 02:40:02,delivered,2017-11-17 13:00:10,leopoldina,MG,14.0,,4,-14.0
campinas,SP,200,27,9,26,4.0,pet_shop,5,recomendo a todos.otima.,86.06,6,credit_card,1,12.69,48.9,sao paulo,sao paulo,2017-09-01,2017-08-21 17:58:06,08/15/2017 15:32:51,2017-08-14 22:05:27,delivered,2017-08-14 21:13:44,brasilia,DF,6.0,,0,-11.0
hortolandia,SP,600,20,20,20,3.0,brinquedos,5,,33.1,1,credit_card,1,17.77,151.99,sao paulo,sao paulo,2018-01-30,2017-12-28 16:37:08,12/26/2017 19:08:59,2017-12-23 02:12:41,delivered,2017-12-21 20:55:24,sao joao da boa vista,SP,6.0,,1,-33.0
sao paulo,SP,75,19,3,11,1.0,telefonia,5,chegou antes do prazo de ,360.29,10,credit_card,1,14.88,69.9,sao paulo,sao paulo,2017-04-03,2017-03-09 09:26:09,03/02/2017 12:58:42,2017-03-01 18:41:59,delivered,2017-03-01 18:29:06,sao paulo,SP,7.0,,0,-25.0
belo horizonte,MG,600,19,10,15,2.0,relogios_presentes,5,,105.24,10,credit_card,1,16.11,28.9,sao paulo,sao paulo,2018-08-27,2018-08-20 22:03:36,08/14/2018 18:00:00,2018-08-10 08:50:10,delivered,2018-08-10 08:35:14,sao paulo,SP,10.0,,0,-7.0
maringa,PR,750,30,11,20,3.0,esporte_lazer,5,,114.85,3,credit_card,1,23.63,149.9,sao paulo,sao paulo,2017-08-10,2017-07-27 19:04:48,07/21/2017 15:03:23,2017-07-21 02:50:48,delivered,2017-07-19 16:45:17,uba,MG,8.0,,1,-14.0
rio de janeiro,RJ,100,16,5,16,2.0,automotivo,1,,0.01,1,voucher,2,9.07,79.9,sao paulo,sao paulo,2018-08-08,2018-07-26 20:44:34,07/24/2018 19:00:00,2018-07-18 21:50:23,delivered,2018-07-18 21:37:46,parnamirim,RN,7.0,,0,-13.0
atibaia,SP,110,17,2,14,1.0,consoles_games,3,,65.57,1,credit_card,1,12.99,92.65,sao paulo,sao paulo,2017-02-16,2017-01-30 15:06:11,01/26/2017 05:47:32,2017-01-23 20:55:19,delivered,2017-01-22 16:10:09,guarulhos,SP,7.0,,1,-17.0
porto belo,SC,125,24,12,20,3.0,beleza_saude,5,,88.9,3,credit_card,1,12.99,92.65,são paulo,são paulo,2018-08-09,2018-07-28 00:40:52,07/24/2018 14:15:00,2018-07-23 13:20:17,delivered,2018-07-23 10:11:13,teixeira de freitas,BA,4.0,,0,-12.0
toledo,PR,300,17,4,12,5.0,telefonia,4,,76.78,1,credit_card,1,20.02,150.0,sao paulo,sao paulo,2018-09-05,2018-08-21 11:48:48,08/17/2018 13:35:00,2018-08-14 11:44:06,delivered,2018-08-14 11:16:44,atibaia,SP,7.0,,0,-15.0
marilia,SP,133,16,12,15,1.0,informatica_acessorios,5,,680.96,10,credit_card,1,21.29,119.99,sao paulo,sao paulo,2017-05-15,2017-04-11 14:25:21,04/05/2017 12:42:51,2017-04-03 19:22:45,delivered,2017-04-03 19:07:32,porto alegre,RS,7.0,,0,-34.0
curitiba,PR,750,23,28,38,3.0,esporte_lazer,5,,27.91,1,voucher,5,15.1,33.6,são paulo,são paulo,2017-05-17,2017-05-12 12:22:06,05/10/2017 09:12:20,2017-04-20 21:15:11,delivered,2017-04-20 21:03:10,sao paulo,SP,21.0,,0,-5.0
ipatinga,MG,6700,70,25,22,3.0,automotivo,5,MUITO BOA AMERICANA ,61.79,2,credit_card,1,17.6,39.9,sao paulo,sao paulo,2017-08-15,2017-08-03 17:37:44,07/27/2017 18:12:34,2017-07-26 14:03:01,delivered,2017-07-26 13:47:20,joao pessoa,PB,8.0,,0,-12.0
caxias do sul,RS,16900,40,30,40,1.0,moveis_cozinha_area_de_servico_jantar_e_jardim,5,Excelente,40.96,1,credit_card,1,17.6,39.9,são paulo,são paulo,2018-07-19,2018-07-05 22:52:28,07/04/2018 12:14:00,2018-07-05 16:31:26,delivered,2018-07-03 23:40:16,chacara,MG,1.0,,1,-14.0
laguna,SP,4200,78,4,47,5.0,automotivo,2,Entrega de encomenda,149.0,2,credit_card,1,16.63,169.99,sao paulo,sao paulo,2018-04-26,2018-04-19 15:38:45,04/07/2018 00:58:32,2018-04-05 18:50:14,delivered,2018-04-05 18:34:49,rio novo do sul,ES,13.0,,0,-7.0
pedreira,SP,100,17,4,12,6.0,telefonia,5,,75.7,7,credit_card,1,7.87,16.0,sao paulo,sao paulo,2017-06-08,2017-05-31 08:18:34,05/22/2017 13:25:37,2017-05-16 21:45:16,delivered,2017-05-16 21:30:59,rio de janeiro,RJ,14.0,,0,-8.0
sao paulo,SP,150,26,16,16,1.0,utilidades_domesticas,5,,356.9,4,credit_card,1,12.04,118.9,sao paulo,sao paulo,2017-08-09,2017-08-07 17:43:07,07/24/2017 13:58:07,2017-07-18 06:03:49,delivered,2017-07-14 16:49:26,belo horizonte,MG,24.0,,3,-2.0
campinas,SP,550,23,37,35,1.0,cama_mesa_banho,5,,165.96,2,credit_card,1,14.59,51.4,sao paulo,sao paulo,2017-12-12,2017-12-22 17:44:27,11/24/2017 22:06:56,2017-11-19 13:35:26,delivered,2017-11-19 13:23:27,belo horizonte,MG,33.0,,0,10.0
atibaia,SP,7000,25,25,25,3.0,moveis_decoracao,3,,61.19,2,credit_card,1,16.05,184.99,sao paulo,sao paulo,2017-09-26,2017-09-19 17:54:20,09/12/2017 14:32:56,2017-09-09 06:34:59,delivered,2017-09-06 10:15:27,teresina,PI,13.0,,2,-7.0
juiz de fora,MG,1100,32,9,21,3.0,esporte_lazer,5,,43.37,1,credit_card,1,20.02,76.1,são paulo,são paulo,2018-06-28,2018-06-07 12:21:51,05/29/2018 15:41:00,2018-05-28 10:53:35,delivered,2018-05-28 10:31:05,salto de pirapora,SP,10.0,,0,-21.0
sao paulo,SP,3850,35,26,41,4.0,brinquedos,5,,40.86,2,credit_card,1,12.69,98.0,sao paulo,sao paulo,2018-07-03,2018-06-16 18:32:49,06/11/2018 15:43:00,2018-06-09 19:11:01,delivered,2018-06-09 18:56:00,sao paulo,SP,6.0,,0,-17.0
dores de campos,MG,800,21,8,14,3.0,automotivo,5,,84.81,1,credit_card,1,11.85,49.9,sao paulo,sao paulo,2018-08-20,2018-07-30 19:44:49,07/25/2018 06:00:00,2018-07-23 16:05:15,delivered,2018-07-23 14:56:35,belford roxo,RJ,7.0,,0,-21.0
sao paulo - sp,SP,1500,50,30,33,1.0,pet_shop,5,Excelente!,8.24,1,voucher,4,11.85,49.9,sao paulo,sao paulo,2017-10-11,2017-09-25 18:46:24,09/14/2017 21:14:49,2017-09-11 19:50:23,delivered,2017-09-11 19:42:40,sao paulo,SP,13.0,,0,-16.0
sao paulo,SP,450,16,16,22,2.0,perfumaria,4,,191.93,3,credit_card,1,12.83,55.0,sao paulo,sao paulo,2017-03-16,2017-02-01 00:52:30,01/26/2017 16:41:28,2017-01-25 02:55:21,delivered,2017-01-22 13:04:20,guapore,RS,9.0,,2,-43.0
sao caetano do sul,SP,2350,92,4,24,3.0,esporte_lazer,2,,32.72,1,credit_card,1,14.1,19.0,sao paulo,sao paulo,2017-06-06,2017-05-23 13:19:32,05/17/2017 09:23:09,2017-05-14 15:10:13,delivered,2017-05-14 14:56:41,rio branco,AC,8.0,,0,-14.0
araras,SP,700,28,10,11,1.0,beleza_saude,5,,32.77,1,boleto,1,12.84,24.98,sao paulo,sao paulo,2017-09-08,2017-09-06 19:46:59,08/29/2017 15:18:24,2017-08-28 18:55:17,delivered,2017-08-28 18:43:50,uberlandia,MG,9.0,,0,-2.0
divisa nova,MG,500,16,16,12,2.0,automotivo,4,,50.5,5,credit_card,1,15.1,48.99,sao paulo,sao paulo,2018-07-24,2018-07-05 21:48:42,07/03/2018 07:33:00,2018-06-30 19:55:10,delivered,2018-06-30 19:46:13,ferraz de vasconcelos,SP,5.0,,0,-19.0
sao paulo,SP,2100,40,6,29,1.0,cama_mesa_banho,5,,37.05,3,credit_card,1,12.48,19.9,sao paulo,sao paulo,2018-04-13,2018-04-09 13:32:46,03/21/2018 18:56:50,2018-03-17 12:50:30,delivered,2018-03-17 12:39:10,sao jose dos campos,SP,23.0,,0,-4.0
guarulhos,SP,4700,47,19,23,6.0,automotivo,4,,70.36,1,credit_card,1,12.48,19.9,sao paulo,sao paulo,2017-08-30,2017-08-16 20:34:51,08/11/2017 19:39:38,2017-08-11 06:45:09,delivered,2017-08-10 13:51:49,porto alegre,RS,6.0,,0,-14.0
santo andre,SP,200,20,20,20,1.0,esporte_lazer,1,,38.0,1,credit_card,1,25.78,138.0,sao paulo,sao paulo,2018-06-26,2018-06-16 16:44:34,06/08/2018 14:15:00,2018-06-07 23:53:58,delivered,2018-06-07 23:42:37,sao luis,MA,8.0,,0,-10.0
sorocaba,SP,900,16,10,16,1.0,cama_mesa_banho,5,,196.81,1,boleto,1,11.85,27.3,são paulo,são paulo,2018-07-03,2018-06-22 17:58:39,06/21/2018 15:17:00,2018-06-20 10:21:32,delivered,2018-06-20 09:46:53,taboao da serra,SP,2.0,,0,-11.0
campinas,SP,400,18,18,18,1.0,perfumaria,4,,46.84,1,boleto,1,15.1,45.9,sao paulo,sao paulo,2017-04-06,2017-03-16 12:45:39,03/10/2017 10:35:25,2017-03-09 16:18:47,delivered,2017-03-09 16:18:47,curitiba,PR,6.0,,0,-21.0
igaracu do tiete,SP,7000,57,11,52,1.0,informatica_acessorios,1,,367.2,10,credit_card,1,16.46,99.9,sao paulo,sao paulo,2017-10-18,2017-10-05 21:56:00,10/04/2017 16:50:10,2017-10-01 10:24:04,delivered,2017-10-01 10:11:40,maringa,PR,4.0,,0,-13.0
americana,SP,400,22,5,20,1.0,esporte_lazer,3,,195.36,4,credit_card,1,17.21,285.9,sao paulo,sao paulo,2018-02-01,2018-01-17 18:47:03,01/15/2018 20:29:48,2018-01-10 14:09:26,delivered,2018-01-10 13:58:09,petrolandia,SC,7.0,,0,-15.0
brusque,SC,1150,40,20,30,5.0,pet_shop,5,,144.8,7,credit_card,1,18.63,46.3,sao paulo,sao paulo,2018-04-04,2018-03-14 16:27:39,03/09/2018 17:48:49,2018-03-08 17:00:37,delivered,2018-03-08 16:00:56,guarulhos,SP,6.0,,0,-21.0
brusque,SC,100,16,8,16,2.0,eletronicos,5,,28.62,1,boleto,1,16.02,135.9,sao paulo,sao paulo,2018-05-30,2018-06-09 19:36:43,05/16/2018 11:00:00,2018-05-07 17:56:21,delivered,2018-05-07 10:59:47,niteroi,RJ,33.0,,0,10.0
sao caetano do sul,SP,10100,30,61,30,1.0,casa_construcao,4,,160.74,1,boleto,1,8.64,55.0,sao paulo,sao paulo,2018-01-19,2018-01-11 15:23:50,12/20/2017 19:42:19,2017-12-17 23:53:53,delivered,2017-12-17 22:49:34,rio de janeiro,RJ,24.0,,0,-8.0
uberlandia,MG,250,16,8,11,1.0,telefonia,4,,103.59,1,voucher,2,10.96,32.9,sao paulo,sao paulo,2017-12-19,2018-01-04 20:26:46,12/05/2017 00:46:43,2017-11-28 03:44:52,delivered,2017-11-24 22:21:21,aparecida de goiania,GO,40.0,,3,16.0
pitangueiras,SP,4500,59,10,59,1.0,automotivo,5,,10.39,1,credit_card,1,18.52,114.6,sao paulo,sao paulo,2018-08-13,2018-07-05 16:08:33,06/29/2018 14:21:00,2018-06-29 08:35:16,delivered,2018-06-28 22:11:43,goiania,GO,6.0,,0,-39.0
belo horizonte,MG,1550,16,10,16,6.0,esporte_lazer,5,,31.75,1,credit_card,1,19.32,47.9,sao paulo,sao paulo,2018-08-06,2018-07-31 19:18:49,07/30/2018 14:22:00,2018-07-27 15:35:19,delivered,2018-07-27 15:25:51,jundiai,SP,4.0,,0,-6.0
franca,SP,1000,20,20,14,1.0,esporte_lazer,4,Recomendo!,116.23,5,credit_card,1,18.65,78.0,sao paulo,sao paulo,2017-05-26,2017-05-10 09:03:40,05/09/2017 14:43:49,2017-05-05 14:02:30,delivered,2017-05-05 13:48:37,osasco,SP,4.0,,0,-16.0
sao paulo,SP,3000,55,25,35,1.0,cama_mesa_banho,3,,40.43,4,credit_card,1,68.13,165.0,sao paulo,sao paulo,2018-05-09,2018-05-17 21:43:34,04/17/2018 16:52:47,2018-04-14 18:52:37,delivered,2018-04-14 18:31:02,araruna,PR,33.0,,0,8.0
rio de janeiro,RJ,150,16,5,15,2.0,informatica_acessorios,5,,66.64,1,boleto,1,45.3,120.0,sao paulo,sao paulo,2018-04-16,2018-04-09 19:16:42,04/02/2018 16:46:43,2018-03-29 08:27:08,delivered,2018-03-27 15:55:38,gravata,PE,13.0,,1,-7.0
sao paulo,SP,2150,21,4,71,1.0,utilidades_domesticas,5,,17.01,1,voucher,1,14.59,59.9,sao paulo,sao paulo,2018-09-20,2018-08-28 15:11:50,08/27/2018 10:46:00,2018-08-25 22:30:10,delivered,2018-08-25 22:17:18,rio de janeiro,RJ,2.0,,0,-23.0
sao paulo,SP,550,27,25,25,1.0,esporte_lazer,3,,189.96,1,boleto,1,15.79,99.0,sao paulo,sao paulo,2017-07-13,2017-07-09 13:43:40,06/20/2017 10:42:07,2017-06-17 17:10:17,delivered,2017-06-17 16:54:26,alegre,ES,21.0,,0,-4.0
sao paulo,SP,17600,65,36,45,1.0,bebes,1,,170.37,1,boleto,1,8.29,59.9,são paulo,são paulo,2017-12-26,2017-12-18 18:42:42,11/27/2017 17:54:47,2017-11-25 01:31:23,delivered,2017-11-24 21:04:41,londrina,PR,23.0,,0,-8.0
curitiba,PR,250,16,23,14,2.0,utilidades_domesticas,5,,50.9,2,credit_card,1,14.43,41.95,sao paulo,sao paulo,2018-02-19,2018-01-29 15:48:31,01/26/2018 19:52:44,2018-01-26 03:16:31,delivered,2018-01-25 11:11:12,sao paulo,SP,4.0,,0,-21.0
guarulhos,SP,350,22,3,15,1.0,beleza_saude,1,,133.64,1,credit_card,1,20.59,199.9,sao paulo,sao paulo,2017-06-20,2017-06-16 21:37:34,06/13/2017 14:00:06,2017-06-07 02:30:13,delivered,2017-06-06 00:11:09,senhor do bonfim,BA,10.0,,1,-4.0
sorocaba,SP,2700,16,11,11,3.0,construcao_ferramentas_construcao,4,,543.29,1,boleto,1,7.82,79.8,sao paulo,sao paulo,2018-08-15,2018-07-31 19:22:12,07/26/2018 14:47:00,2018-07-25 13:35:14,delivered,2018-07-25 13:25:20,sao bernardo do campo,SP,6.0,,0,-15.0
curitiba,PR,17150,36,48,56,3.0,malas_acessorios,5,,42.75,2,credit_card,1,14.7,330.0,sao paulo,sao paulo,2017-08-17,2017-08-05 13:23:52,07/27/2017 21:37:58,2017-07-23 18:05:25,delivered,2017-07-23 17:53:00,santana de parnaiba,SP,12.0,,0,-12.0
campo grande,MS,300,26,3,26,3.0,tablets_impressao_imagem,5,,161.01,2,credit_card,1,17.74,69.9,sao paulo,sao paulo,2017-07-24,2017-07-18 19:53:36,07/14/2017 16:29:39,2017-07-11 17:55:20,delivered,2017-07-11 17:46:45,rio de janeiro,RJ,7.0,,0,-6.0
sao paulo,SP,250,17,12,12,1.0,beleza_saude,3,,72.83,1,boleto,1,15.1,29.9,sao paulo,sao paulo,2018-05-10,2018-05-17 22:28:30,04/18/2018 00:41:17,2018-04-16 14:33:17,delivered,2018-04-16 13:44:10,rio de janeiro,RJ,31.0,,0,7.0
sao paulo,SP,300,16,8,11,1.0,bebes,5,,1605.14,1,boleto,1,17.6,48.65,sao paulo,sao paulo,2018-08-27,2018-08-22 17:32:28,08/16/2018 15:47:00,2018-08-15 17:04:00,delivered,2018-08-15 16:30:22,piratininga,SP,7.0,,0,-5.0
sao paulo,SP,650,20,11,15,2.0,utilidades_domesticas,5,,130.6,1,boleto,1,11.73,39.9,sao paulo,sao paulo,2018-08-02,2018-07-23 14:42:45,07/19/2018 11:15:00,2018-07-16 12:10:11,delivered,2018-07-16 11:56:49,belo horizonte,MG,7.0,,0,-10.0
santo andre,SP,1700,34,18,16,3.0,automotivo,3,,69.67,1,credit_card,1,23.38,113.89,sao paulo,sao paulo,2018-01-24,2018-01-10 15:57:20,01/03/2018 18:17:51,2018-01-02 17:56:43,delivered,2018-01-02 17:46:40,porto alegre,RS,7.0,,0,-14.0
garca,SP,200,16,2,11,1.0,fashion_bolsas_e_acessorios,1,,70.97,2,credit_card,1,23.91,195.0,são paulo,são paulo,2017-05-04,2017-04-19 13:53:15,04/07/2017 14:42:20,2017-04-03 22:30:18,delivered,2017-04-03 22:19:08,maceio,AL,15.0,,0,-15.0
presidente epitacio,SP,6400,30,30,30,1.0,cama_mesa_banho,4,,255.76,10,credit_card,1,16.11,49.95,sao paulo,sao paulo,2017-07-18,2017-07-03 13:39:31,06/27/2017 14:18:02,2017-06-27 03:45:23,delivered,2017-06-24 17:11:53,duque de caxias,RJ,8.0,,2,-15.0
porto alegre,RS,200,21,7,14,1.0,eletronicos,4,,75.4,4,credit_card,1,15.1,29.9,sao paulo,sao paulo,2017-11-21,2017-11-14 17:47:07,10/30/2017 13:21:46,2017-10-27 12:28:41,delivered,2017-10-27 12:07:08,florianopolis,SC,18.0,,0,-7.0
ibitinga,SP,1350,50,11,11,2.0,cama_mesa_banho,1,,109.93,3,credit_card,1,35.83,72.9,sao paulo,sao paulo,2018-06-28,2018-06-14 22:28:26,06/13/2018 14:47:00,2018-06-13 09:57:08,delivered,2018-06-13 09:46:14,sao paulo,SP,1.0,,0,-14.0
